subject_id,nonzero_fraction,nonzero_voxels,shape,outlier_3std,suspicious
OAS1_0164,0.22731490294787457,1289612,"(170, 206, 162)",False,False
OAS1_0165,0.2197160705346504,1246502,"(170, 206, 162)",False,False
OAS1_0166,0.2314661463290818,1313163,"(170, 206, 162)",False,False
OAS1_0169,0.22330784525244834,1266879,"(170, 206, 162)",False,False
OAS1_0170,0.21653164681910161,1228436,"(170, 206, 162)",False,False
OAS1_0176,0.22312153196409812,1265822,"(170, 206, 162)",False,False
OAS1_0177,0.2447026743095656,1388257,"(170, 206, 162)",False,False
OAS1_0179,0.19023062659080173,1079224,"(170, 206, 162)",False,False
OAS1_0180,0.2482013805162482,1408106,"(170, 206, 162)",False,False
OAS1_0181,0.21760052456797174,1234500,"(170, 206, 162)",False,False
OAS1_0184,0.22609919552143043,1282715,"(170, 206, 162)",False,False
OAS1_0185,0.21435599410566097,1216093,"(170, 206, 162)",False,False
OAS1_0186,0.2694083098899394,1528418,"(170, 206, 162)",False,False
OAS1_0188,0.23930875478562513,1357656,"(170, 206, 162)",False,False
OAS1_0195,0.2168885857111633,1230461,"(170, 206, 162)",False,False
OAS1_0197,0.18710296056574374,1061480,"(170, 206, 162)",False,False
OAS1_0199,0.2472976641213839,1402979,"(170, 206, 162)",False,False
OAS1_0200,0.21480212365420817,1218624,"(170, 206, 162)",False,False
OAS1_0201,0.23100503416037396,1310547,"(170, 206, 162)",False,False
OAS1_0203,0.21599297755779767,1225380,"(170, 206, 162)",False,False
OAS1_0204,0.2342955700798838,1329215,"(170, 206, 162)",False,False
OAS1_0205,0.27551892745591583,1563085,"(170, 206, 162)",False,False
OAS1_0206,0.2058497437090622,1167835,"(170, 206, 162)",False,False
OAS1_0207,0.27118048945576073,1538472,"(170, 206, 162)",False,False
OAS1_0208,0.2265576636983452,1285316,"(170, 206, 162)",False,False
OAS1_0210,0.25759583588919205,1461403,"(170, 206, 162)",False,False
OAS1_0212,0.2556101980526119,1450138,"(170, 206, 162)",False,False
OAS1_0216,0.24900903187596507,1412688,"(170, 206, 162)",False,False
OAS1_0217,0.21553821096939316,1222800,"(170, 206, 162)",False,False
OAS1_0220,0.207504177507033,1177221,"(170, 206, 162)",False,False
OAS1_0221,0.23101702025650245,1310615,"(170, 206, 162)",False,False
OAS1_0223,0.25142211505242157,1426378,"(170, 206, 162)",False,False
OAS1_0226,0.24723279818939442,1402611,"(170, 206, 162)",False,False
OAS1_0228,0.23363333826878468,1325458,"(170, 206, 162)",False,False
OAS1_0229,0.21607899542413153,1225868,"(170, 206, 162)",False,False
OAS1_0233,0.21403254577631126,1214258,"(170, 206, 162)",False,False
OAS1_0234,0.2427736178973567,1377313,"(170, 206, 162)",False,False
OAS1_0237,0.21254327333234624,1205809,"(170, 206, 162)",False,False
OAS1_0238,0.223630941049559,1268712,"(170, 206, 162)",False,False
OAS1_0240,0.19006035351932934,1078258,"(170, 206, 162)",False,False
OAS1_0241,0.22008235153104752,1248580,"(170, 206, 162)",False,False
OAS1_0243,0.24675405940873293,1399895,"(170, 206, 162)",False,False
OAS1_0244,0.21280361839090184,1207286,"(170, 206, 162)",False,False
OAS1_0247,0.2042756872616001,1158905,"(170, 206, 162)",False,False
OAS1_0254,0.20585238770085523,1167850,"(170, 206, 162)",False,False
OAS1_0255,0.23027493989325323,1306405,"(170, 206, 162)",False,False
OAS1_0256,0.25361909596632615,1438842,"(170, 206, 162)",False,False
OAS1_0259,0.21463114551825765,1217654,"(170, 206, 162)",False,False
OAS1_0260,0.2696712989402881,1529910,"(170, 206, 162)",False,False
OAS1_0262,0.2453777735473909,1392087,"(170, 206, 162)",False,False
OAS1_0263,0.2520850519279988,1430139,"(170, 206, 162)",False,False
OAS1_0266,0.2699251221524208,1531350,"(170, 206, 162)",False,False
OAS1_0267,0.23032711466463607,1306701,"(170, 206, 162)",False,False
OAS1_0268,0.2377399863217491,1348756,"(170, 206, 162)",False,False
OAS1_0269,0.22364944899211034,1268817,"(170, 206, 162)",False,False
OAS1_0270,0.20404548370948522,1157599,"(170, 206, 162)",False,False
OAS1_0271,0.21614562401731638,1226246,"(170, 206, 162)",False,False
OAS1_0272,0.22251112239214277,1262359,"(170, 206, 162)",False,False
OAS1_0273,0.22263433240969888,1263058,"(170, 206, 162)",False,False
OAS1_0274,0.23188900874985016,1315562,"(170, 206, 162)",False,False
OAS1_0278,0.23030561019805262,1306579,"(170, 206, 162)",False,False
OAS1_0279,0.23337457960530492,1323990,"(170, 206, 162)",False,False
OAS1_0280,0.22055544979588385,1251264,"(170, 206, 162)",False,False
OAS1_0284,0.26392132185488365,1497289,"(170, 206, 162)",False,False
OAS1_0286,0.23165986279445255,1314262,"(170, 206, 162)",False,False
OAS1_0287,0.18459663261205236,1047261,"(170, 206, 162)",False,False
OAS1_0288,0.23995124479133617,1361301,"(170, 206, 162)",False,False
OAS1_0289,0.2108521761815118,1196215,"(170, 206, 162)",False,False
OAS1_0290,0.29594182512990813,1678949,"(170, 206, 162)",True,False
OAS1_0291,0.2085406222899084,1183101,"(170, 206, 162)",False,False
OAS1_0292,0.2192350402944349,1243773,"(170, 206, 162)",False,False
OAS1_0293,0.22219913136056293,1260589,"(170, 206, 162)",False,False
OAS1_0298,0.2103330724594764,1193270,"(170, 206, 162)",False,False
OAS1_0299,0.22648768604888916,1284919,"(170, 206, 162)",False,False
OAS1_0300,0.24181490647319698,1371874,"(170, 206, 162)",False,False
OAS1_0301,0.23691171182604648,1344057,"(170, 206, 162)",False,False
OAS1_0303,0.20178998244389448,1144803,"(170, 206, 162)",False,False
OAS1_0304,0.23033081625314636,1306722,"(170, 206, 162)",False,False
OAS1_0307,0.22934883770120779,1301151,"(170, 206, 162)",False,False
OAS1_0308,0.21580913199512095,1224337,"(170, 206, 162)",False,False
OAS1_0309,0.22486639028139124,1275721,"(170, 206, 162)",False,False
OAS1_0312,0.21488373486755363,1219087,"(170, 206, 162)",False,False
OAS1_0315,0.25297731102509324,1435201,"(170, 206, 162)",False,False
OAS1_0316,0.22496175025206055,1276262,"(170, 206, 162)",False,False
OAS1_0317,0.24763574253865517,1404897,"(170, 206, 162)",False,False
OAS1_0322,0.21161858126925706,1200563,"(170, 206, 162)",False,False
OAS1_0323,0.2309195450923987,1310062,"(170, 206, 162)",False,False
OAS1_0326,0.20451470411969175,1160261,"(170, 206, 162)",False,False
OAS1_0329,0.19749032299003744,1120410,"(170, 206, 162)",False,False
OAS1_0330,0.2228105985292355,1264058,"(170, 206, 162)",False,False
OAS1_0332,0.2673798393863119,1516910,"(170, 206, 162)",False,False
OAS1_0335,0.2460812516304616,1396078,"(170, 206, 162)",False,False
OAS1_0337,0.25990315939392655,1474493,"(170, 206, 162)",False,False
OAS1_0338,0.28494123287574646,1616540,"(170, 206, 162)",False,False
OAS1_0339,0.18807066156199984,1066970,"(170, 206, 162)",False,False
OAS1_0341,0.2378341124295817,1349290,"(170, 206, 162)",False,False
OAS1_0342,0.22415462769070232,1271683,"(170, 206, 162)",False,False
OAS1_0343,0.2367731666560907,1343271,"(170, 206, 162)",False,False
OAS1_0345,0.22743740790095254,1290307,"(170, 206, 162)",False,False
OAS1_0351,0.22938973144094027,1301383,"(170, 206, 162)",False,False
OAS1_0352,0.18771901065352425,1064975,"(170, 206, 162)",False,False
OAS1_0354,0.22826956025128498,1295028,"(170, 206, 162)",False,False
OAS1_0355,0.18892255571772038,1071803,"(170, 206, 162)",False,False
OAS1_0356,0.22761737560899944,1291328,"(170, 206, 162)",False,False
OAS1_0357,0.24028791307965114,1363211,"(170, 206, 162)",False,False
OAS1_0358,0.2327209848340631,1320282,"(170, 206, 162)",False,False
OAS1_0362,0.22652364433727465,1285123,"(170, 206, 162)",False,False
OAS1_0363,0.22253809110843187,1262512,"(170, 206, 162)",False,False
OAS1_0365,0.2726306308211886,1546699,"(170, 206, 162)",False,False
OAS1_0366,0.24643819052252328,1398103,"(170, 206, 162)",False,False
OAS1_0367,0.18855662725356234,1069727,"(170, 206, 162)",False,False
OAS1_0369,0.22104635093879335,1254049,"(170, 206, 162)",False,False
OAS1_0371,0.22107613991299505,1254218,"(170, 206, 162)",False,False
OAS1_0372,0.25187406138291346,1428942,"(170, 206, 162)",False,False
OAS1_0373,0.2628000930685111,1490928,"(170, 206, 162)",False,False
OAS1_0374,0.19680958323638698,1116548,"(170, 206, 162)",False,False
OAS1_0378,0.23307598479880984,1322296,"(170, 206, 162)",False,False
OAS1_0380,0.20885790130507434,1184901,"(170, 206, 162)",False,False
OAS1_0381,0.2627100210814279,1490417,"(170, 206, 162)",False,False
OAS1_0382,0.2061654363291523,1169626,"(170, 206, 162)",False,False
OAS1_0388,0.21323723304496195,1209746,"(170, 206, 162)",False,False
OAS1_0390,0.2488926962370709,1412028,"(170, 206, 162)",False,False
OAS1_0398,0.2750615168757183,1560490,"(170, 206, 162)",False,False
OAS1_0399,0.2516606031121546,1427731,"(170, 206, 162)",False,False
OAS1_0400,0.264012098906445,1497804,"(170, 206, 162)",False,False
OAS1_0401,0.2177928309043862,1235591,"(170, 206, 162)",False,False
OAS1_0402,0.22981752931305569,1303810,"(170, 206, 162)",False,False
OAS1_0404,0.2258169934640523,1281114,"(170, 206, 162)",False,False
OAS1_0405,0.2634246039300294,1494471,"(170, 206, 162)",False,False
OAS1_0411,0.21175113339114862,1201315,"(170, 206, 162)",False,False
OAS1_0418,0.2591245919439333,1470076,"(170, 206, 162)",False,False
OAS1_0422,0.22687635284246743,1287124,"(170, 206, 162)",False,False
OAS1_0423,0.23574289118739908,1337426,"(170, 206, 162)",False,False
OAS1_0424,0.2554942149459568,1449480,"(170, 206, 162)",False,False
OAS1_0425,0.23249465913657805,1318998,"(170, 206, 162)",False,False
OAS1_0426,0.2143431266789348,1216020,"(170, 206, 162)",False,False
OAS1_0428,0.2358974765742327,1338303,"(170, 206, 162)",False,False
OAS1_0430,0.23814046294533636,1351028,"(170, 206, 162)",False,False
OAS1_0432,0.23008175222624108,1305309,"(170, 206, 162)",False,False
OAS1_0433,0.2644524116730475,1500302,"(170, 206, 162)",False,False
OAS1_0438,0.20047045427304327,1137317,"(170, 206, 162)",False,False
OAS1_0440,0.212946217681607,1208095,"(170, 206, 162)",False,False
OAS1_0441,0.25804090784102207,1463928,"(170, 206, 162)",False,False
OAS1_0443,0.2250491782473507,1276758,"(170, 206, 162)",False,False
OAS1_0445,0.21373853388892414,1212590,"(170, 206, 162)",False,False
OAS1_0446,0.21162845217195111,1200619,"(170, 206, 162)",False,False
OAS1_0447,0.22253985376962723,1262522,"(170, 206, 162)",False,False
OAS1_0449,0.20596660814631498,1168498,"(170, 206, 162)",False,False
OAS1_0451,0.2561913474487242,1453435,"(170, 206, 162)",False,False
OAS1_0452,0.2550182964232079,1446780,"(170, 206, 162)",False,False
OAS1_0453,0.19960163856984722,1132388,"(170, 206, 162)",False,False
OAS1_0454,0.24134656739358815,1369217,"(170, 206, 162)",False,False
OAS1_0455,0.22076291501857845,1252441,"(170, 206, 162)",False,False
OAS1_0456,0.2635148521832322,1494983,"(170, 206, 162)",False,False
OAS1_0457,0.2147199836425041,1218158,"(170, 206, 162)",False,False
