subject,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
OAS1_0158,202033.078,233353.967,19584.78,2019.51,14728.295,52951.015,5009.562,3234.106,4701.397,1488.133,1914.033,1962.745,20210.895,2434.991,1022.136,640.962,3337.03,201686.017,230331.595,24046.932,3100.245,13987.017,54932.664,4789.933,3095.667,4185.521,1382.256,1778.818,898.603,496.071,3195.983
OAS1_0161,177894.729,224081.427,21368.099,1030.485,12774.598,44565.811,5618.958,3178.401,4307.314,1195.231,1734.846,1457.468,17892.765,3923.352,1421.885,605.821,3206.098,176538.422,223854.036,18642.517,1097.297,12670.407,42770.564,5340.362,3015.636,4014.265,1277.666,3797.659,1310.476,659.872,3067.965
OAS1_0164,190790.821,230327.286,31171.085,871.753,14081.744,49308.279,5558.726,3062.259,4030.55,1257.852,1593.463,1685.013,21589.667,3045.518,1650.848,530.768,3601.904,187755.715,227819.185,25737.279,1048.239,14985.539,48092.438,5494.746,3170.13,3416.853,1232.819,3117.568,1963.147,354.067,3128.758
OAS1_0165,197013.751,242480.689,8551.584,797.223,14912.805,47480.744,6519.934,3233.262,4525.185,1542.889,1063.795,1677.575,21955.691,4439.184,1436.083,674.993,3530.24,193724.423,242220.182,8428.364,747.026,15014.716,47620.074,6376.549,3140.428,4340.609,1517.497,4559.458,1530.574,684.104,3587.492
OAS1_0166,210924.68,234862.177,25377.898,1675.068,15050.746,50789.824,6021.025,4292.516,5411.704,1497.754,2113.501,1256.343,19789.919,3627.93,1209.312,602.189,3887.622,210010.159,234188.57,26063.236,1976.609,15040.367,48925.736,5819.654,4694.676,5293.757,1497.383,3377.351,1042.159,565.543,3922.374
OAS1_0169,180861.243,221902.68,27765.965,1603.443,13787.608,50981.122,5129.503,3757.164,5100.97,1305.154,1527.482,1869.349,18765.875,3013.353,1178.368,589.014,3191.21,181563.47,220159.018,32356.645,1299.453,13856.529,51157.889,5072.836,3913.591,4751.816,1387.381,3017.259,1240.445,561.005,3111.121
OAS1_0170,178803.196,217076.577,34656.863,998.255,14320.021,44632.624,5650.186,3236.403,4516.732,1339.009,1980.435,2755.317,17871.036,2849.391,1529.785,623.605,3375.611,182588.765,221919.304,22640.186,896.587,15075.589,44473.161,5509.659,3290.188,4205.003,1362.9,3049.191,1603.522,551.889,3269.541
OAS1_0176,175390.285,222283.269,31255.287,943.579,14115.984,50157.17,5139.991,2952.91,3995.388,1144.828,2199.423,2548.167,20221.301,2975.088,1106.802,485.151,3368.585,172927.437,221259.944,28097.109,1035.053,13853.864,47056.783,5051.038,2798.285,3710.88,1177.934,3561.129,1245.199,494.729,3503.044
OAS1_0177,235714.062,266534.824,7345.555,620.831,17110.502,53118.454,7492.254,4047.946,5446.851,1760.647,737.081,1927.899,21017.331,4504.701,1637.867,725.23,3853.915,235326.825,268784.969,6936.732,523.867,17662.62,52486.539,6971.359,4003.486,5063.079,1728.218,4418.692,1854.456,705.525,3795.181
OAS1_0179,157648.635,188342.447,18436.763,1903.658,13972.844,42163.37,4633.783,2779.336,3972.359,995.154,1916.409,2047.935,17837.293,2696.264,893.091,521.702,3094.475,150949.447,178924.445,24559.264,2057.812,13471.232,43181.384,4608.392,2945.039,3856.698,1105.863,2504.668,1008.62,548.765,3084.375
OAS1_0180,204007.139,260336.202,20909.069,1140.814,12604.354,48548.683,6218.932,3348.864,4507.429,1306.992,1589.185,2353.875,18801.509,2994.619,1107.785,474.588,3339.556,202731.321,257750.891,23401.533,1373.847,12574.071,49207.4,5968.835,3294.213,4170.138,1203.873,3133.457,1076.872,453.354,3270.076
OAS1_0181,199109.008,233116.512,8392.306,664.669,16068.743,52584.252,6393.125,3932.257,5279.262,1712.272,808.717,1643.478,20180.918,3333.951,1489.615,609.911,3679.687,200270.575,233044.721,8431.376,544.216,15315.683,52382.693,6185.344,3977.83,5372.503,1697.019,3543.212,1490.025,568.91,3805.561
OAS1_0184,185944.98,207666.533,33278.591,1854.893,16206.528,52502.15,5750.365,3474.151,4685.763,1410.61,2436.703,2140.883,22037.412,4143.089,1318.227,514.777,3810.578,191275.662,216022.147,19940.51,1375.423,16266.563,51023.967,5813.001,3246.156,4329.69,1435.655,4308.702,1538.297,519.19,3645.864
OAS1_0185,183949.58,216765.438,20656.485,1600.682,15369.694,45511.73,5145.621,3980.639,4837.146,1366.957,1681.526,1989.754,21407.291,2942.313,1092.452,619.98,3867.378,181556.347,207734.192,15916.564,2008.471,15636.706,42155.011,5199.877,3681.701,4376.651,1419.279,2663.931,1116.413,564.839,3608.023
OAS1_0186,227549.871,258721.926,38574.669,1839.1,14489.308,54868.894,6990.329,4143.388,5192.707,1618.281,3026.027,3309.815,21875.757,3841.926,1795.477,724.625,4772.549,226415.648,258141.676,33710.265,2149.502,15671.34,52848.669,6978.596,4005.443,4538.032,1632.279,4326.83,1908.06,681.182,4605.299
OAS1_0188,208083.015,249612.53,12763.689,728.414,17206.156,59200.235,6640.382,3377.887,5521.777,1688.281,1157.396,2207.871,22839.357,4125.353,1504.415,711.308,3981.897,207489.714,250185.256,11281.05,858.548,16029.938,59030.463,6203.669,3485.119,4999.105,1657.976,4494.727,1607.918,677.323,3911.247
OAS1_0195,186539.101,228782.337,16481.468,786.505,14251.252,46964.215,5361.489,3425.597,4856.828,1452.51,1287.137,1893.258,19184.61,3785.776,1433.764,581.186,3481.067,182999.738,227438.296,13547.084,693.89,14359.064,47461.518,4732.545,2768.869,4231.474,1326.036,3845.443,1536.625,670.866,3321.465
OAS1_0197,156933.329,191535.883,13969.439,871.919,12857.318,42000.261,5112.374,3307.898,4049.182,1208.162,1383.069,1217.377,17328.228,3636.665,1333.312,548.956,3194.23,157104.45,195557.39,11239.744,825.576,12631.089,40759.387,4931.998,3327.248,3787.249,1199.527,3667.112,1395.995,566.651,3389.218
OAS1_0199,228558.318,247448.252,16530.923,788.49,15511.767,54279.196,6623.796,3479.782,5237.828,1533.476,1240.568,2441.685,22972.338,4080.825,1488.279,661.787,3864.461,229590.648,248831.687,16388.45,797.786,15518.916,54988.948,6297.806,3570.649,5012.784,1614.633,4207.301,1641.232,642.026,3716.263
OAS1_0200,197896.876,228776.568,11354.376,532.948,15035.523,48877.886,6243.786,3532.867,4667.995,1540.84,728.787,1422.334,20567.96,3723.837,1384.823,637.292,3503.02,199699.26,232882.33,7803.224,604.67,14505.421,48390.29,6037.122,3424.658,4477.791,1568.846,4148.169,1556.387,763.028,3400.37
OAS1_0201,200563.647,228725.103,22048.143,980.021,14786.08,51333.955,5488.498,2917.775,3964.549,1249.241,1548.631,1755.86,19631.592,3006.609,1030.442,601.695,3526.374,203140.772,231588.533,19814.93,803.355,14877.764,50088.957,5547.162,2866.661,3866.346,1272.986,3429.946,1117.757,550.567,3489.197
OAS1_0203,190291.202,222778.759,14591.119,899.591,16411.517,47776.816,5349.489,3150.938,4271.242,1388.033,1259.266,1581.622,19569.654,3887.938,1284.558,520.303,3422.656,192025.709,223329.223,13981.475,829.698,15898.625,45551.509,5293.356,3233.252,3868.096,1418.718,4003.156,1325.478,522.342,3358.977
OAS1_0204,213296.13,240853.184,11499.064,899.409,16186.226,53489.859,6588.502,3533.468,4927.964,1539.836,852.083,2138.286,21593.356,4336.378,1639.226,679.248,3847.461,217911.557,247941.286,8626.046,811.014,16163.799,52497.639,6319.721,3525.692,4754.308,1592.717,4527.882,1751.095,591.033,3815.697
OAS1_0205,243077.065,278609.849,66471.916,2012.084,18827.836,56705.507,5685.412,4140.068,5278.657,1695.403,3291.634,2467.308,23826.069,3556.733,1634.154,710.337,3875.031,242689.846,277966.224,54706.198,2586.714,18281.698,58105.94,5615.449,4130.324,4816.003,1667.581,3110.864,1457.858,630.093,3755.908
OAS1_0206,168647.462,204782.262,13389.55,831.032,14774.177,47762.136,5448.583,2633.628,3932.504,1232.468,1721.749,2291.945,18862.304,3397.744,1234.62,572.145,3392.259,169239.966,209374.892,16776.706,1061.356,14319.679,46853.835,5208.456,2766.125,3678.982,1206.441,3437.412,1426.651,505.045,3282.269
OAS1_0207,263345.503,283914.354,13257.518,905.559,20677.713,59827.062,8049.868,4572.174,6215.494,1968.361,948.685,2396.68,23756.694,4626.206,1836.54,867.316,4621.845,269128.626,289078.51,7393.047,1038.752,20205.63,58730.16,7664.136,4516.454,5993.567,1917.982,4902.899,2092.596,843.306,4390.942
OAS1_0208,200222.181,250115.954,5557.414,1107.521,17174.993,52322.936,7278.275,3803.234,5529.175,1517.568,788.58,1881.192,20392.36,4641.286,1591.754,643.733,3666.098,203872.894,252618.843,5457.842,1187.308,15675.687,50285.127,6378.917,3952.694,5133.691,1601.524,4853.526,1570.397,688.107,3721.099
OAS1_0210,216242.146,248512.0,39717.797,1466.334,18053.936,57153.47,5789.444,3567.583,4830.248,1487.533,2106.09,2479.9,24704.237,3256.572,1447.161,571.441,4131.481,213838.108,245564.869,35195.939,1376.211,17200.666,55222.506,5588.242,3586.709,4304.63,1384.303,3307.943,1390.626,574.252,4155.901
OAS1_0212,211851.689,253729.563,34939.514,1962.67,14849.139,52510.403,6170.41,4013.76,4862.385,1534.241,2921.112,3540.578,21943.473,3990.341,1578.673,726.855,3888.268,210153.006,246704.899,49557.854,2315.535,14525.293,53684.272,6015.947,4192.543,4548.92,1551.947,3856.399,1578.922,567.342,3874.378
OAS1_0216,230894.738,246165.114,9832.917,537.534,17020.192,55545.239,6796.483,3734.568,4813.681,1739.464,967.819,1826.984,20653.397,3728.01,1721.774,758.936,3193.017,236059.703,249068.446,11188.409,561.195,16505.582,54767.872,6712.846,3715.783,4569.52,1719.203,4131.996,1721.059,770.968,3088.918
OAS1_0217,168808.493,216410.639,22478.733,1187.425,13387.503,50028.205,5585.772,3416.261,4335.032,1362.81,1604.484,1853.313,17996.669,3068.109,1105.49,594.259,3378.506,169447.56,216435.092,22054.703,1003.377,13282.993,48863.105,5428.802,3366.868,4042.897,1344.766,3246.849,1326.952,613.124,3253.963
OAS1_0220,182004.511,207138.619,20545.254,960.688,16088.833,49449.156,5201.44,2767.185,4331.214,1453.986,1433.816,2050.172,19729.12,3177.434,1144.36,507.891,3475.451,184138.314,207535.975,15144.868,779.405,15847.867,47219.918,5060.369,2883.419,4250.162,1377.067,3511.762,1299.875,485.175,3335.444
OAS1_0221,179319.949,230474.964,28292.867,1171.444,12330.997,44788.859,5291.639,3199.762,4678.79,1243.261,1872.335,2870.687,17483.977,2813.426,1186.916,577.055,3444.954,181809.423,232423.25,37523.274,1743.279,11673.502,43928.915,5054.394,3510.829,4347.802,1291.222,2839.284,1249.359,522.257,3242.356
OAS1_0223,204741.571,246581.056,45478.499,3005.701,13944.164,45420.746,5340.296,4594.572,5216.849,1487.397,2878.989,2019.963,19841.828,3271.811,1286.579,441.96,3576.563,204130.947,246598.261,41499.894,2463.783,14030.612,46330.312,5013.449,4185.892,4882.365,1207.514,3500.632,1216.013,388.137,3538.726
OAS1_0226,193673.188,235560.752,25301.897,1746.425,14398.707,49793.101,5616.096,3706.513,5091.094,1266.526,2546.607,2317.45,21209.41,3629.087,1268.993,580.425,3939.573,194171.665,243684.391,22197.167,1789.906,14322.979,52110.088,5890.923,3535.769,4981.226,1351.84,3554.854,1256.236,549.219,3921.994
OAS1_0228,208605.413,241691.451,15951.225,1207.76,15516.019,53548.144,6065.102,3772.193,5117.49,1459.944,1753.344,2258.867,22239.919,3965.847,1525.712,668.244,3521.175,209516.417,242066.213,16397.105,1262.156,15528.948,53592.514,5963.938,3767.915,4843.204,1396.297,3988.354,1609.483,591.08,3528.855
OAS1_0229,197079.391,238500.423,7169.796,517.235,15131.444,47071.073,5794.92,4148.281,5489.027,1725.449,830.07,1955.122,18517.451,4152.743,1631.363,718.14,3244.302,194960.101,237623.482,8820.107,505.514,14617.639,45554.019,5509.196,4052.21,5388.559,1793.396,4251.862,1651.962,762.206,3496.765
OAS1_0233,163845.17,209403.137,24860.969,1332.562,14438.264,48990.825,5676.861,3470.828,5068.486,1380.553,2321.807,1594.852,18975.663,3593.731,1385.327,601.886,3638.269,164144.955,207870.94,28486.375,1593.581,14564.523,49792.172,5518.1,3365.207,4778.293,1459.075,3475.958,1282.433,473.098,3843.217
OAS1_0234,213367.498,241192.521,19839.476,820.988,17873.145,55636.243,6289.339,3366.602,4932.906,1487.716,1795.163,2441.977,21993.519,4142.454,1648.415,626.653,3823.982,214447.548,243048.69,19270.152,779.013,17373.012,52151.128,6218.916,3371.565,4632.643,1527.351,4269.629,1888.858,579.794,3643.774
OAS1_0237,191170.121,207187.944,11366.783,1031.228,19073.756,56052.941,6178.466,3603.154,4904.114,1639.465,1744.879,1831.496,23330.043,3580.689,1308.4,673.306,3825.965,195869.446,213136.831,12512.064,1352.484,18904.636,57285.652,6013.203,3590.794,4678.65,1616.118,3530.478,1542.756,659.82,3810.255
OAS1_0238,207285.099,235000.004,19040.122,1158.451,13316.588,50444.172,5194.277,3487.043,4955.226,1506.02,1805.303,2039.167,18034.762,3203.481,989.779,567.093,3076.009,210803.931,237324.71,18369.589,1686.419,13343.712,49709.378,5074.099,3461.909,5065.881,1560.717,3120.824,1002.208,563.979,2918.812
OAS1_0240,158244.633,188386.15,10677.529,757.028,15386.76,45625.242,5295.02,2604.389,4138.687,1169.576,1147.201,1435.037,20123.137,2422.049,902.259,587.734,3354.91,160417.895,190699.988,10341.923,643.143,15488.961,46607.026,5040.092,2753.244,3854.823,1156.934,2434.421,873.194,534.046,3393.226
OAS1_0241,193947.301,235174.103,13906.92,1056.503,14138.035,46951.243,5413.575,3511.389,4251.042,1436.392,908.827,1815.827,18052.236,3587.842,1339.477,611.126,3504.392,192918.127,233595.896,11066.438,758.663,13671.756,46081.235,5326.395,3545.415,3985.434,1400.536,3894.489,1455.349,574.385,3218.138
OAS1_0243,207674.879,236885.935,15752.194,1173.028,18487.488,63997.022,7105.725,3232.017,4680.449,1620.447,1313.162,1571.9,24912.838,3998.117,1364.391,632.058,4141.93,220350.204,252015.948,13135.611,1054.639,18392.046,62246.909,6987.965,3390.36,4497.322,1656.573,4201.453,1539.961,693.725,4134.488
OAS1_0244,177563.21,217486.537,21056.416,830.274,14180.818,48591.826,5530.921,2965.325,4385.987,1406.977,1585.852,3367.633,17402.71,3716.468,1379.345,690.007,3183.483,174939.251,212832.927,19899.954,823.943,13309.303,46401.689,5287.066,2911.757,3987.171,1329.358,3810.149,1487.758,626.666,3262.416
OAS1_0247,158258.791,196578.063,26750.589,2054.812,13510.354,44458.035,4861.638,2964.853,3960.959,1068.67,2203.241,2397.183,18997.474,3256.665,1251.774,589.139,3507.562,168213.781,203321.313,24714.266,1592.862,13689.402,46295.603,5189.766,3418.954,4152.382,1252.482,3256.168,1205.08,551.175,3729.122
OAS1_0254,166085.652,206092.407,20863.007,1267.384,15083.146,48447.794,5223.534,3306.717,4462.507,1289.432,2389.771,1611.945,19809.698,2899.809,1039.627,507.734,3350.333,166227.528,201978.334,22893.491,1345.92,15156.156,48391.536,5148.467,3430.054,4794.344,1249.967,3191.079,957.187,557.307,3440.368
OAS1_0255,198116.923,229523.542,18401.513,851.237,16040.695,52236.954,5269.9,3091.793,4678.963,1350.051,2316.486,2809.774,18993.796,3411.715,1437.462,584.098,3641.57,197411.636,225195.828,20457.733,1050.277,15639.855,52048.614,5101.82,3045.535,4451.384,1408.029,3333.041,1638.619,525.15,3396.999
OAS1_0256,217711.922,257809.794,25276.135,1008.763,18348.366,62037.702,6441.413,3761.64,5447.337,1644.888,2245.737,2311.584,24487.452,4324.223,1620.917,651.443,4301.749,217570.098,256430.114,27352.763,961.955,17965.036,60675.633,6449.281,3756.884,5259.148,1726.508,4193.177,1756.276,567.67,4095.739
OAS1_0259,186973.588,227332.075,11453.906,746.97,15115.598,49461.554,5744.739,3543.953,4692.408,1302.737,1540.951,1456.903,19438.958,4262.699,1487.465,766.127,3704.5,187125.79,225787.077,9622.816,683.184,15019.862,48957.437,5841.259,3592.977,4466.845,1439.011,4287.867,1438.532,856.035,3525.893
OAS1_0260,225489.967,260714.587,55898.7,2588.388,15340.244,54675.659,5371.032,3907.789,4509.187,1357.618,4815.522,2656.098,22202.501,3634.669,1539.581,595.337,4073.945,231423.261,268003.531,47794.811,2203.636,15025.967,53400.599,5506.487,3764.296,4204.715,1395.7,3914.233,1594.386,539.937,3913.615
OAS1_0262,222591.533,266406.363,17751.764,766.292,17105.058,57700.847,6370.608,3742.785,5223.996,1679.034,1000.336,1314.869,21042.906,3444.526,1661.749,749.046,3626.467,222513.459,265615.456,16257.856,634.383,17473.533,56613.014,6265.54,3881.009,5242.952,1736.305,3729.777,1770.766,785.416,3622.861
OAS1_0263,218217.809,248348.66,32359.246,1484.202,18893.204,57814.84,6243.309,2999.934,4847.592,1424.438,2057.722,3306.465,23826.992,4039.479,1476.733,706.425,4011.983,221909.126,251011.425,30520.432,1603.15,19210.539,55972.64,6087.065,3005.617,4724.591,1477.143,4173.479,1493.329,612.578,3894.906
OAS1_0266,272892.185,300116.37,14956.85,749.076,19820.241,61529.743,8025.58,4622.127,5359.231,1685.089,934.899,2204.412,24089.88,5088.35,1984.374,733.227,4027.501,271410.876,298388.376,23738.053,738.67,19791.022,59857.376,7707.853,4651.274,5119.66,1805.006,4954.619,2186.856,707.59,4106.226
OAS1_0267,185156.339,223372.835,29343.979,1332.097,13100.415,47495.036,5701.013,3778.308,4849.869,1556.988,2363.862,1784.793,16728.837,3423.906,1377.052,534.186,3521.118,184685.91,221403.506,25813.226,1984.236,13321.537,47076.495,5429.876,3510.804,4818.702,1548.705,3125.028,1058.0,476.957,3299.484
OAS1_0268,181371.412,242081.805,20974.886,1530.282,15057.027,52776.059,5935.438,3484.185,5008.116,1282.139,2165.15,2769.354,20306.748,3705.117,1452.303,605.53,3566.585,185692.897,246951.019,15311.899,1297.892,14801.352,51696.745,5922.515,3402.047,4606.974,1352.324,4121.24,1661.137,616.204,3493.236
OAS1_0269,201110.347,222333.623,16642.861,1676.777,17678.208,50102.322,5692.612,3113.302,4382.213,1505.732,1540.414,1863.562,21327.633,2724.288,1179.605,543.266,3489.241,198326.561,216793.617,20160.468,2282.566,18003.153,50277.087,5428.14,3043.797,3987.395,1405.299,2536.837,876.441,417.844,3596.902
OAS1_0270,169720.747,203206.466,17724.779,1814.477,12740.476,45611.557,5356.516,3280.845,4415.366,1259.354,2743.141,2368.627,17312.728,2970.574,1013.215,528.304,3037.178,169688.411,207590.767,14881.555,1172.515,13485.315,44403.355,5514.648,3231.213,4508.531,1237.611,3334.11,1323.141,469.891,3186.427
OAS1_0271,177247.498,220368.933,9023.17,869.308,15911.445,53276.957,5215.823,3858.958,4792.516,1510.763,1147.807,2104.012,20059.331,3371.678,1318.498,808.422,3363.203,181374.917,222914.375,10985.998,850.406,16260.868,53807.707,5371.369,4073.542,4830.312,1539.095,3912.164,1419.114,681.635,3218.836
OAS1_0272,182422.547,215075.21,23295.61,1520.165,19022.676,54011.354,5472.21,3814.264,4285.576,1481.768,1220.676,2703.654,23082.178,2591.105,980.247,614.453,3626.198,185351.432,220400.31,18727.512,1483.234,18408.584,53326.557,5347.243,3768.072,4273.674,1473.783,2743.039,1092.829,548.502,3562.016
OAS1_0273,184322.651,227165.023,24050.319,2287.964,11879.28,43109.106,5242.008,3367.494,4849.914,1349.943,2107.986,1673.617,17942.62,2531.943,1042.77,659.368,3612.788,184856.521,230029.35,17689.675,2805.976,11483.152,42531.003,4845.289,3652.321,4478.735,1378.507,2762.314,1162.534,628.048,3505.832
OAS1_0274,210849.186,254480.015,8464.898,736.099,13988.751,47566.628,5979.092,3772.972,4965.353,1493.908,882.62,2019.649,17662.735,3888.176,1392.821,707.859,3426.914,210312.151,256357.876,8433.406,530.967,13813.423,45614.868,6024.393,3701.69,4876.481,1511.397,3974.115,1562.882,745.135,3367.472
OAS1_0278,187052.848,228915.671,25032.69,2157.758,13200.591,45456.577,5642.93,3959.089,4980.694,1340.075,1592.455,2337.458,19402.801,2886.54,1449.351,577.382,3374.277,186114.691,228279.189,23986.359,1688.335,13056.127,43921.993,5712.907,3904.143,4807.328,1394.664,3243.976,1419.001,579.876,3063.594
OAS1_0279,191913.831,243194.265,20596.159,806.716,14789.622,48045.839,5874.992,3628.483,4818.0,1481.059,1465.639,2256.956,19948.389,3801.024,1618.213,661.781,3913.201,190753.847,238668.138,19370.191,871.141,15300.402,48402.246,6027.43,3644.093,4851.515,1389.278,3601.682,1501.967,698.21,3904.889
OAS1_0280,174948.421,208739.044,32199.255,1741.23,14634.184,51344.817,5392.811,3541.008,4563.665,1263.647,1685.775,3673.341,19199.101,3683.371,1349.589,542.081,3289.115,177584.708,212035.106,31365.077,2049.822,15250.419,50130.775,5277.572,3549.293,4169.776,1377.877,3807.223,1310.012,554.185,3378.223
OAS1_0284,238902.699,268814.719,25323.726,913.228,18814.455,54120.945,6783.074,3778.17,5030.203,1457.323,2534.499,2495.181,24576.9,4180.076,1503.926,697.612,4262.997,237314.799,267556.735,27274.256,1121.799,18918.043,55477.973,6618.081,3887.533,4935.448,1568.531,4136.353,1697.98,621.439,4273.566
OAS1_0286,202127.03,224998.709,31981.56,1757.401,19287.195,53827.715,5905.899,3884.537,4521.197,1498.505,1652.343,2402.978,24755.548,3950.323,1348.182,590.042,3684.69,206150.502,227973.766,26780.791,2074.393,19303.566,51779.803,5755.353,3733.688,4393.17,1507.883,4324.346,1413.077,553.926,3610.59
OAS1_0287,164151.965,184884.627,10241.359,829.467,12651.224,38455.91,5087.178,3266.711,4549.314,1260.516,1093.723,1712.698,17878.151,2871.648,844.957,536.86,2847.074,166756.725,193355.684,9576.259,1017.819,12952.505,38234.751,5167.498,3587.428,4240.534,1296.401,3098.204,1137.201,574.561,2863.136
OAS1_0288,184084.234,230478.113,18389.326,1003.074,15499.656,55317.383,5440.57,3383.76,5370.325,1511.4,2875.409,2167.054,20069.642,3806.59,1772.999,679.363,3677.113,188644.04,237040.912,17004.65,1102.306,15377.264,55814.445,5512.855,3278.629,5477.966,1595.47,3980.06,1812.78,606.159,3549.752
OAS1_0289,183391.062,223627.162,9911.784,679.874,15112.826,46774.246,6112.13,3329.804,4877.544,1465.065,1239.524,1566.792,17939.748,3800.601,1460.183,639.806,3423.221,182983.507,223905.232,10234.617,827.867,14798.074,47099.397,5818.134,3254.052,4770.307,1570.877,4008.498,1689.695,625.147,3460.338
OAS1_0290,262484.953,295337.859,30703.672,1918.517,20908.842,62592.05,6724.236,3723.319,5310.92,1872.003,2695.488,2169.553,29490.945,3752.617,1500.971,712.36,4885.191,265371.874,294756.19,30303.246,2113.808,20460.661,61487.877,6775.472,3744.654,5043.02,1741.513,3874.506,1656.899,663.875,4756.24
OAS1_0291,182326.974,214128.554,13889.594,836.233,11173.361,40618.188,3961.986,3392.216,5205.936,1446.13,1183.51,2370.465,12701.755,2754.025,1133.448,705.521,2500.203,182855.214,213923.004,11879.015,844.795,11322.332,40735.211,3873.223,3511.815,4854.132,1288.026,3116.432,1383.009,692.162,2580.923
OAS1_0292,203574.348,223334.204,12041.105,607.352,16898.638,47684.512,5781.811,3437.162,4735.782,1421.757,1024.554,2474.198,19937.912,3627.707,1466.522,615.846,3474.062,204616.638,221830.971,12188.558,684.511,16842.389,47832.9,5473.572,3595.409,4725.415,1417.231,3411.844,1392.117,612.482,3493.984
OAS1_0293,193475.813,239365.069,14194.412,550.356,14464.048,48338.262,6522.123,3746.035,5589.096,1409.542,1052.754,1535.654,19709.316,3614.408,1438.28,776.821,3495.765,193129.633,239726.357,11853.477,517.371,14922.08,48306.485,6260.597,3887.195,4935.103,1497.288,3924.356,1595.092,760.766,3295.095
OAS1_0298,179722.785,218035.98,16556.577,1134.535,12498.638,44614.891,5551.155,3014.546,4708.419,1325.875,1666.402,1992.935,16819.529,2921.948,1136.742,614.892,3144.742,190313.338,230853.953,10166.692,705.485,12458.186,43235.791,5689.708,3485.45,4650.808,1357.324,3577.013,1264.692,588.305,3093.582
OAS1_0299,186063.097,224786.776,33688.852,1750.988,13157.177,45945.556,5041.116,3213.147,4195.019,1177.482,2262.931,3623.545,17662.004,2716.496,975.774,420.192,3318.161,182857.647,222285.003,31400.124,1210.056,12816.107,44664.64,5075.352,3365.224,3945.419,1075.387,3174.821,1088.774,418.644,3205.268
OAS1_0300,198122.144,236929.157,26306.274,1403.572,14971.028,51846.453,4819.829,3761.798,4795.318,1212.996,2743.537,2254.992,19910.339,4029.43,1635.28,542.222,3199.474,201937.85,238246.914,23417.583,1278.249,13809.403,49937.186,4926.944,4894.428,5615.824,1754.322,3934.182,1622.703,688.636,3340.297
OAS1_0301,207445.723,236633.7,23605.458,1039.71,15363.459,49761.295,6387.877,4276.673,4823.745,1468.952,1523.61,1924.282,23101.128,3947.8,1558.522,572.521,3931.891,210058.97,236920.394,23887.134,1059.721,15892.514,51024.37,6419.929,4085.615,5261.745,1300.538,3821.755,1621.572,722.764,3884.999
OAS1_0303,184410.409,221610.136,9296.347,540.941,13146.918,44947.402,5312.317,2955.214,4027.797,1334.12,751.375,1437.03,18185.081,3189.02,1272.884,633.348,3076.705,183185.665,220817.349,8330.891,471.704,13324.5,46317.648,5101.068,2994.146,4126.466,1397.527,3327.819,1454.939,553.713,3226.993
OAS1_0304,189651.325,227051.096,23539.85,1143.23,12470.748,46651.595,5917.173,3502.095,4849.538,1451.249,1621.897,1575.104,21368.393,3387.661,1419.074,617.353,3666.417,191259.457,230923.578,25416.935,1470.211,12725.488,45771.576,5896.364,3570.736,4550.617,1527.812,3424.342,1347.918,594.016,3404.732
OAS1_0307,194948.159,220489.052,20879.382,1688.149,14486.359,50125.791,5499.34,2970.037,4431.213,1409.374,1970.761,2114.672,19328.129,2838.274,1088.77,546.099,3523.393,196797.365,230020.587,20012.636,1587.203,14547.927,51212.2,5465.305,2959.686,4234.082,1464.931,3021.697,1196.026,459.947,3513.661
OAS1_0308,194561.402,219317.952,15382.24,1270.914,14724.906,49690.03,5362.353,2896.152,3956.263,1446.665,2421.497,1652.416,19891.329,2621.86,884.541,582.639,3435.688,187456.057,207057.057,20968.478,2150.341,14656.983,50379.327,4934.652,2629.284,3554.137,1351.06,2119.53,669.808,527.157,3315.045
OAS1_0309,206385.112,234453.852,11525.206,697.837,18570.647,55351.452,6118.186,3659.798,5332.975,1721.717,857.572,1664.092,21875.816,4366.574,1530.875,780.913,3446.687,207768.513,237059.762,8560.01,659.199,19868.511,54994.126,5863.544,3666.896,5201.385,1749.499,4590.316,1662.114,746.752,3401.253
OAS1_0312,193347.141,214761.842,12679.17,865.852,14122.207,46986.421,5478.811,3499.884,4330.666,1288.834,932.699,1680.687,18142.669,3387.14,1412.0,616.496,3108.016,199966.498,223624.042,8472.622,504.87,13330.05,44077.427,5588.735,3441.344,3903.333,1402.167,3628.001,1424.768,772.525,3195.123
OAS1_0315,227865.429,261591.623,18812.001,1146.842,17343.732,51313.715,5917.699,3127.843,4685.652,1615.684,1983.241,1968.877,21811.046,3607.441,1602.377,776.006,3717.617,228383.139,258344.055,21765.932,1274.605,17102.986,51842.608,5894.222,3262.009,4485.808,1585.83,3255.585,1621.755,637.173,3693.949
OAS1_0316,185821.064,213178.333,30889.786,2103.61,15834.168,50141.006,6350.649,3101.936,4110.214,1390.357,1749.858,2076.339,20005.652,2796.494,852.5,414.278,3940.693,185104.11,218417.947,29560.296,1775.118,16013.99,49166.336,6328.903,3108.667,4180.587,1460.209,2744.425,934.393,441.211,4013.428
