subject_id,nonzero_fraction,nonzero_voxels,shape,outlier_3std,suspicious
sub-00063,0.22414123146561754,1271607,"(170, 206, 162)",False,False
sub-00064,0.22754140491147914,1290897,"(170, 206, 162)",False,False
sub-00065,0.27473842107860763,1558657,"(170, 206, 162)",False,False
sub-00066,0.2137431168080321,1212616,"(170, 206, 162)",False,False
sub-00067,0.22888860686309764,1298540,"(170, 206, 162)",False,False
sub-00068,0.23587015532570454,1338148,"(170, 206, 162)",False,False
sub-00069,0.285930085806347,1622150,"(170, 206, 162)",False,False
sub-00070,0.29602026355310196,1679394,"(170, 206, 162)",False,False
sub-00071,0.2612794452552686,1482301,"(170, 206, 162)",False,False
sub-00072,0.23138506391409494,1312703,"(170, 206, 162)",False,False
sub-00073,0.258392029951139,1465920,"(170, 206, 162)",False,False
sub-00074,0.2666686055939816,1512875,"(170, 206, 162)",False,False
sub-00075,0.276265590738273,1567321,"(170, 206, 162)",False,False
sub-00076,0.2580243388257856,1463834,"(170, 206, 162)",False,False
sub-00077,0.2412794100020447,1368836,"(170, 206, 162)",False,False
sub-00078,0.2390727344515656,1356317,"(170, 206, 162)",False,False
sub-00079,0.28854464115743383,1636983,"(170, 206, 162)",False,False
sub-00080,0.24504656950878156,1390208,"(170, 206, 162)",False,False
sub-00081,0.30782145652219894,1746345,"(170, 206, 162)",False,False
sub-00082,0.3124398051201782,1772546,"(170, 206, 162)",False,False
sub-00083,0.2254748609260317,1279173,"(170, 206, 162)",False,False
sub-00084,0.24830996044588277,1408722,"(170, 206, 162)",False,False
sub-00085,0.26824795002502977,1521835,"(170, 206, 162)",False,False
sub-00086,0.25442093054409826,1443391,"(170, 206, 162)",False,False
sub-00087,0.27069311363524196,1535707,"(170, 206, 162)",False,False
sub-00088,0.2582182315572759,1464934,"(170, 206, 162)",False,False
sub-00089,0.23841684822076978,1352596,"(170, 206, 162)",False,False
sub-00090,0.298604324865509,1694054,"(170, 206, 162)",False,False
sub-00091,0.260650880273001,1478735,"(170, 206, 162)",False,False
sub-00092,0.2802291107021737,1589807,"(170, 206, 162)",False,False
sub-00093,0.3055312308310595,1733352,"(170, 206, 162)",False,False
sub-00094,0.2813654983748264,1596254,"(170, 206, 162)",False,False
sub-00095,0.28038739767751764,1590705,"(170, 206, 162)",False,False
sub-00096,0.26147615824467146,1483417,"(170, 206, 162)",False,False
sub-00097,0.2442061326508309,1385440,"(170, 206, 162)",False,False
sub-00098,0.2536152181116963,1438820,"(170, 206, 162)",False,False
sub-00099,0.2285815512828648,1296798,"(170, 206, 162)",False,False
sub-00100,0.26230742926440626,1488133,"(170, 206, 162)",False,False
sub-00101,0.23285512335103045,1321043,"(170, 206, 162)",False,False
sub-00102,0.2802999696822274,1590209,"(170, 206, 162)",False,False
sub-00103,0.2186771580261015,1240608,"(170, 206, 162)",False,False
sub-00104,0.2949873440926173,1673534,"(170, 206, 162)",False,False
sub-00105,0.22203802412730644,1259675,"(170, 206, 162)",False,False
sub-00106,0.24294635869450262,1378293,"(170, 206, 162)",False,False
sub-00107,0.28440979052534354,1613525,"(170, 206, 162)",False,False
sub-00108,0.2487026813602104,1410950,"(170, 206, 162)",False,False
sub-00109,0.23053228842777673,1307865,"(170, 206, 162)",False,False
sub-00110,0.20536800840436858,1165102,"(170, 206, 162)",False,False
sub-00111,0.2684124063145575,1522768,"(170, 206, 162)",False,False
sub-00112,0.29823064069209126,1691934,"(170, 206, 162)",False,False
sub-00113,0.27544295675839553,1562654,"(170, 206, 162)",False,False
sub-00114,0.2575984798809851,1461418,"(170, 206, 162)",False,False
sub-00115,0.238855750858416,1355086,"(170, 206, 162)",False,False
sub-00116,0.2865047133560364,1625410,"(170, 206, 162)",False,False
sub-00117,0.3016428002340814,1711292,"(170, 206, 162)",False,False
sub-00118,0.277141280820131,1572289,"(170, 206, 162)",False,False
sub-00119,0.2631510389125086,1492919,"(170, 206, 162)",False,False
sub-00120,0.2631411680098145,1492863,"(170, 206, 162)",False,False
sub-00121,0.21472121750534087,1218165,"(170, 206, 162)",False,False
sub-00122,0.27920482828154636,1583996,"(170, 206, 162)",False,False
sub-00123,0.24402669374114264,1384422,"(170, 206, 162)",False,False
sub-00124,0.2660759989000994,1509513,"(170, 206, 162)",False,False
sub-00125,0.2579358532337782,1463332,"(170, 206, 162)",False,False
sub-00126,0.2338080179932455,1326449,"(170, 206, 162)",False,False
sub-00127,0.29918441666490403,1697345,"(170, 206, 162)",False,False
sub-00128,0.21395463615147606,1213816,"(170, 206, 162)",False,False
sub-00129,0.27103154458475226,1537627,"(170, 206, 162)",False,False
sub-00130,0.30163398692810456,1711242,"(170, 206, 162)",False,False
sub-00131,0.2520797639444127,1430109,"(170, 206, 162)",False,False
sub-00132,0.2721413160733549,1543923,"(170, 206, 162)",False,False
sub-00133,0.24900180496506405,1412647,"(170, 206, 162)",False,False
sub-00134,0.2260653524264794,1282523,"(170, 206, 162)",False,False
sub-00135,0.26669962843102,1513051,"(170, 206, 162)",False,False
sub-00136,0.2562752501216236,1453911,"(170, 206, 162)",False,False
sub-00137,0.27071884848869426,1535853,"(170, 206, 162)",False,False
sub-00138,0.29527219014178846,1675150,"(170, 206, 162)",False,False
sub-00139,0.22904019572589912,1299400,"(170, 206, 162)",False,False
sub-00140,0.2702272422813066,1533064,"(170, 206, 162)",False,False
sub-00141,0.29918847078565336,1697368,"(170, 206, 162)",False,False
sub-00142,0.27141880124937423,1539824,"(170, 206, 162)",False,False
sub-00143,0.2507956652635884,1422824,"(170, 206, 162)",False,False
sub-00144,0.2521009158787571,1430229,"(170, 206, 162)",False,False
sub-00145,0.23272944560780084,1320330,"(170, 206, 162)",False,False
sub-00146,0.2511173509317427,1424649,"(170, 206, 162)",False,False
sub-00147,0.23066660321086363,1308627,"(170, 206, 162)",False,False
sub-00148,0.24288748581057737,1377959,"(170, 206, 162)",False,False
sub-00149,0.27541616430822596,1562502,"(170, 206, 162)",False,False
sub-00150,0.2822186263933837,1601094,"(170, 206, 162)",False,False
sub-00151,0.240354541672836,1363589,"(170, 206, 162)",False,False
sub-00152,0.25354753192179424,1438436,"(170, 206, 162)",False,False
sub-00153,0.2511607123971487,1424895,"(170, 206, 162)",False,False
sub-00154,0.25081963745584535,1422960,"(170, 206, 162)",False,False
sub-00155,0.25127458031036937,1425541,"(170, 206, 162)",False,False
sub-00156,0.3066677947698317,1739800,"(170, 206, 162)",False,False
sub-00157,0.2687993104469404,1524963,"(170, 206, 162)",False,False
sub-00158,0.26526129689560113,1504891,"(170, 206, 162)",False,False
sub-00159,0.27519512659432704,1561248,"(170, 206, 162)",False,False
sub-00160,0.2832073030578646,1606703,"(170, 206, 162)",False,False
sub-00161,0.29090537329638794,1650376,"(170, 206, 162)",False,False
sub-00162,0.2432787965959487,1380179,"(170, 206, 162)",False,False
sub-00163,0.24211596900536553,1373582,"(170, 206, 162)",False,False
sub-00164,0.2858666300033138,1621790,"(170, 206, 162)",False,False
sub-00165,0.23439480790518294,1329778,"(170, 206, 162)",False,False
sub-00166,0.24542025368219925,1392328,"(170, 206, 162)",False,False
sub-00167,0.2436565348901157,1382322,"(170, 206, 162)",False,False
sub-00168,0.30649346757761,1738811,"(170, 206, 162)",False,False
sub-00169,0.26879772405186453,1524954,"(170, 206, 162)",False,False
sub-00170,0.2948690695264082,1672863,"(170, 206, 162)",False,False
